timestamp,source_ip,username,action
2026-03-27 05:01:39,10.99.0.13,eve,login_failure
2026-03-27 05:01:42,10.99.0.13,eve,login_failure
2026-03-27 05:01:45,10.99.0.13,dave,login_failure
2026-03-27 05:01:48,10.99.0.13,alice,login_failure
2026-03-27 05:01:51,10.99.0.13,alice,login_failure
2026-03-27 05:01:54,10.99.0.13,eve,login_failure
2026-03-27 05:01:57,10.99.0.13,scanner,login_failure
2026-03-27 05:02:00,10.99.0.13,scanner,login_success
2026-03-27 08:02:08,192.168.1.21,carol,sudo
2026-03-27 08:02:19,192.168.1.17,alice,login_success
2026-03-27 08:03:30,192.168.1.23,dave,login_success
2026-03-27 08:05:14,192.168.1.20,eve,login_success
2026-03-27 08:05:18,192.168.1.13,dave,sudo
2026-03-27 08:05:47,192.168.1.18,bob,login_success
2026-03-27 08:08:00,192.168.1.15,bob,login_success
2026-03-27 08:09:09,192.168.1.22,eve,logout
2026-03-27 08:11:16,192.168.1.10,bob,sudo
2026-03-27 08:13:17,192.168.1.18,bob,logout
2026-03-27 08:13:59,192.168.1.13,alice,sudo
2026-03-27 08:14:04,192.168.1.24,alice,logout
2026-03-27 08:15:47,192.168.1.10,dave,login_success
2026-03-27 08:16:35,192.168.1.24,eve,login_success
2026-03-27 08:19:29,192.168.1.20,eve,login_success
2026-03-27 08:19:36,192.168.1.19,alice,logout
2026-03-27 08:19:50,192.168.1.17,alice,login_success
2026-03-27 08:20:59,192.168.1.14,eve,login_success
2026-03-27 08:22:19,192.168.1.22,dave,logout
2026-03-27 08:23:19,192.168.1.12,bob,login_success
2026-03-27 08:26:03,192.168.1.16,eve,login_success
2026-03-27 08:27:22,192.168.1.21,alice,login_success
2026-03-27 08:28:58,192.168.1.22,eve,sudo
2026-03-27 08:31:56,192.168.1.20,eve,login_success
2026-03-27 08:35:26,192.168.1.11,bob,logout
2026-03-27 08:35:26,192.168.1.16,eve,login_success
2026-03-27 08:35:37,192.168.1.24,bob,login_failure
2026-03-27 08:36:18,192.168.1.17,dave,login_success
2026-03-27 08:37:30,192.168.1.12,eve,login_failure
2026-03-27 08:39:04,192.168.1.13,carol,logout
2026-03-27 08:39:22,192.168.1.13,eve,login_success
2026-03-27 08:42:55,192.168.1.18,dave,login_success
2026-03-27 08:43:41,192.168.1.20,alice,login_success
2026-03-27 08:45:08,192.168.1.18,bob,login_success
2026-03-27 08:48:43,192.168.1.23,carol,login_success
2026-03-27 08:50:21,192.168.1.13,bob,sudo
2026-03-27 08:51:20,192.168.1.16,carol,login_success
2026-03-27 08:53:07,192.168.1.18,bob,login_success
2026-03-27 08:54:06,192.168.1.16,bob,logout
2026-03-27 08:54:56,192.168.1.22,eve,login_success
2026-03-27 08:55:41,192.168.1.15,carol,login_success
2026-03-27 08:56:27,192.168.1.21,carol,login_failure
2026-03-27 08:57:22,192.168.1.13,bob,sudo
2026-03-27 08:58:58,192.168.1.12,dave,logout
2026-03-27 08:59:57,192.168.1.11,dave,login_success
2026-03-27 09:00:31,192.168.1.21,dave,login_success
2026-03-27 09:01:16,192.168.1.13,bob,login_success
2026-03-27 09:01:47,192.168.1.14,bob,login_success
2026-03-27 09:01:47,192.168.1.12,dave,login_success
2026-03-27 09:02:42,192.168.1.13,carol,logout
2026-03-27 09:03:15,192.168.1.16,eve,login_success
2026-03-27 09:04:19,192.168.1.16,dave,login_success
2026-03-27 09:06:38,192.168.1.10,dave,login_success
2026-03-27 09:12:51,192.168.1.22,eve,sudo
2026-03-27 09:15:07,192.168.1.18,dave,login_failure
2026-03-27 09:15:24,192.168.1.19,carol,login_success
2026-03-27 09:15:49,192.168.1.20,carol,login_success
2026-03-27 09:17:28,192.168.1.13,bob,login_success
2026-03-27 09:17:56,192.168.1.17,bob,sudo
2026-03-27 09:19:29,192.168.1.17,alice,login_success
2026-03-27 09:19:35,192.168.1.16,carol,sudo
2026-03-27 09:20:38,192.168.1.12,alice,login_success
2026-03-27 09:20:42,192.168.1.14,carol,login_success
2026-03-27 09:21:10,192.168.1.21,dave,login_failure
2026-03-27 09:22:15,192.168.1.21,alice,sudo
2026-03-27 09:24:55,192.168.1.10,dave,login_success
2026-03-27 09:25:31,192.168.1.11,eve,login_failure
2026-03-27 09:26:37,192.168.1.14,alice,login_success
2026-03-27 09:27:06,192.168.1.22,alice,login_success
2026-03-27 09:28:29,192.168.1.20,eve,login_success
2026-03-27 09:29:07,192.168.1.20,bob,login_success
2026-03-27 09:29:08,192.168.1.22,dave,sudo
2026-03-27 09:30:00,172.16.140.138,bob,login_success
2026-03-27 09:30:01,192.168.1.21,eve,login_success
2026-03-27 09:30:15,172.16.146.5,bob,login_success
2026-03-27 09:30:30,172.16.220.207,bob,login_success
2026-03-27 09:30:45,172.16.91.28,bob,login_success
2026-03-27 09:31:00,172.16.49.135,bob,login_success
2026-03-27 09:31:15,172.16.76.62,bob,login_success
2026-03-27 09:31:30,172.16.98.159,bob,login_success
2026-03-27 09:31:45,192.168.1.24,dave,login_success
2026-03-27 09:31:45,172.16.129.209,bob,login_success
2026-03-27 09:32:00,172.16.181.69,bob,login_success
2026-03-27 09:32:15,192.168.1.14,dave,login_success
2026-03-27 09:32:15,172.16.203.21,bob,login_success
2026-03-27 09:32:41,192.168.1.12,alice,login_success
2026-03-27 09:32:41,192.168.1.12,eve,logout
2026-03-27 09:32:49,192.168.1.18,eve,login_success
2026-03-27 09:33:23,192.168.1.11,eve,login_success
2026-03-27 09:33:28,192.168.1.18,carol,login_success
2026-03-27 09:33:32,192.168.1.13,carol,login_success
2026-03-27 09:35:34,192.168.1.14,carol,logout
2026-03-27 09:35:43,192.168.1.16,carol,login_success
2026-03-27 09:37:01,192.168.1.24,carol,login_success
2026-03-27 09:38:40,192.168.1.12,eve,sudo
2026-03-27 09:39:55,192.168.1.16,eve,sudo
2026-03-27 09:41:36,192.168.1.13,eve,sudo
2026-03-27 09:42:27,192.168.1.15,dave,login_success
2026-03-27 09:42:58,192.168.1.15,eve,login_success
2026-03-27 09:43:47,192.168.1.24,eve,login_success
2026-03-27 09:43:49,192.168.1.12,alice,logout
2026-03-27 09:44:03,192.168.1.12,dave,login_success
2026-03-27 09:45:54,192.168.1.18,alice,login_success
2026-03-27 09:46:31,192.168.1.23,alice,logout
2026-03-27 09:46:57,192.168.1.14,eve,login_success
2026-03-27 09:47:47,192.168.1.15,bob,login_success
2026-03-27 09:49:27,192.168.1.13,bob,sudo
2026-03-27 09:50:44,192.168.1.11,eve,sudo
2026-03-27 09:53:31,192.168.1.19,dave,logout
2026-03-27 09:53:45,192.168.1.20,carol,sudo
2026-03-27 09:53:57,192.168.1.17,eve,login_success
2026-03-27 09:59:48,192.168.1.23,bob,login_success
2026-03-27 10:00:47,192.168.1.15,carol,login_success
2026-03-27 10:02:18,192.168.1.24,dave,sudo
2026-03-27 10:03:16,192.168.1.23,dave,login_success
2026-03-27 10:04:30,192.168.1.22,carol,login_success
2026-03-27 10:05:58,192.168.1.14,carol,sudo
2026-03-27 10:10:11,192.168.1.23,eve,sudo
2026-03-27 10:10:42,192.168.1.19,eve,login_success
2026-03-27 10:12:08,192.168.1.22,eve,logout
2026-03-27 10:12:13,192.168.1.21,dave,login_success
2026-03-27 10:12:38,192.168.1.18,dave,login_success
2026-03-27 10:15:06,192.168.1.12,carol,login_success
2026-03-27 10:15:47,192.168.1.18,eve,login_success
2026-03-27 10:16:07,192.168.1.24,alice,sudo
2026-03-27 10:16:33,192.168.1.23,eve,login_success
2026-03-27 10:17:18,192.168.1.19,bob,sudo
2026-03-27 10:17:28,192.168.1.24,eve,login_success
2026-03-27 10:20:59,192.168.1.21,bob,login_success
2026-03-27 10:21:26,192.168.1.21,dave,login_success
2026-03-27 10:24:00,192.168.1.16,carol,logout
2026-03-27 10:25:43,192.168.1.18,carol,sudo
2026-03-27 10:26:41,192.168.1.24,dave,login_success
2026-03-27 10:27:08,192.168.1.10,carol,login_success
2026-03-27 10:29:24,192.168.1.14,eve,login_success
2026-03-27 10:30:20,192.168.1.24,bob,login_success
2026-03-27 10:30:33,192.168.1.20,dave,logout
2026-03-27 10:30:42,192.168.1.11,eve,logout
2026-03-27 10:31:02,192.168.1.12,eve,logout
2026-03-27 10:32:31,192.168.1.11,alice,logout
2026-03-27 10:32:58,192.168.1.11,carol,sudo
2026-03-27 10:34:02,192.168.1.23,carol,login_success
2026-03-27 10:35:04,192.168.1.12,alice,login_success
2026-03-27 10:37:27,192.168.1.20,dave,logout
2026-03-27 10:40:10,192.168.1.22,dave,login_success
2026-03-27 10:40:16,192.168.1.12,dave,login_success
2026-03-27 10:40:55,192.168.1.22,dave,login_success
2026-03-27 10:42:05,192.168.1.14,eve,sudo
2026-03-27 10:42:30,192.168.1.13,alice,login_success
2026-03-27 10:42:33,192.168.1.13,dave,login_success
2026-03-27 10:44:27,192.168.1.15,carol,login_success
2026-03-27 10:46:28,192.168.1.10,dave,login_success
2026-03-27 10:46:59,192.168.1.24,eve,login_success
2026-03-27 10:47:55,192.168.1.17,dave,login_success
2026-03-27 10:48:45,192.168.1.17,dave,login_failure
2026-03-27 10:50:23,192.168.1.18,bob,login_success
2026-03-27 10:52:12,192.168.1.22,eve,login_success
2026-03-27 10:52:20,192.168.1.24,eve,sudo
2026-03-27 10:53:49,192.168.1.20,dave,logout
2026-03-27 10:54:04,192.168.1.17,bob,logout
2026-03-27 10:54:32,192.168.1.17,carol,login_success
2026-03-27 10:54:38,192.168.1.20,dave,login_success
2026-03-27 10:55:09,192.168.1.19,dave,login_success
2026-03-27 10:56:26,192.168.1.10,bob,sudo
2026-03-27 10:58:22,192.168.1.14,dave,login_success
2026-03-27 10:59:47,192.168.1.23,carol,logout
2026-03-27 10:59:58,192.168.1.10,dave,sudo
2026-03-27 10:59:59,192.168.1.13,bob,logout
2026-03-27 11:02:36,192.168.1.21,alice,login_success
2026-03-27 11:03:06,192.168.1.16,carol,sudo
2026-03-27 11:03:17,192.168.1.16,eve,login_failure
2026-03-27 11:04:53,192.168.1.22,eve,login_success
2026-03-27 11:06:44,192.168.1.22,carol,logout
2026-03-27 11:09:41,192.168.1.21,alice,logout
2026-03-27 11:11:39,192.168.1.23,dave,sudo
2026-03-27 11:12:53,192.168.1.10,eve,login_success
2026-03-27 11:13:37,192.168.1.15,alice,login_success
2026-03-27 11:15:17,192.168.1.18,carol,login_success
2026-03-27 11:17:28,192.168.1.11,carol,login_success
2026-03-27 11:18:14,192.168.1.15,bob,login_success
2026-03-27 11:19:51,192.168.1.22,dave,logout
2026-03-27 11:19:54,192.168.1.21,bob,sudo
2026-03-27 11:20:07,192.168.1.21,eve,logout
2026-03-27 11:23:43,192.168.1.19,dave,login_success
2026-03-27 11:24:44,192.168.1.12,bob,login_success
2026-03-27 11:25:07,192.168.1.24,eve,login_success
2026-03-27 11:25:21,192.168.1.14,alice,logout
2026-03-27 11:26:42,192.168.1.16,bob,login_failure
2026-03-27 11:27:07,192.168.1.18,bob,login_failure
2026-03-27 11:27:28,192.168.1.24,bob,login_success
2026-03-27 11:27:50,192.168.1.19,eve,sudo
2026-03-27 11:28:39,192.168.1.14,dave,login_success
2026-03-27 11:31:14,192.168.1.14,dave,login_success
2026-03-27 11:33:23,192.168.1.19,dave,login_failure
2026-03-27 11:36:34,192.168.1.12,bob,login_success
2026-03-27 11:38:51,192.168.1.15,bob,login_failure
2026-03-27 11:39:18,192.168.1.21,dave,login_success
2026-03-27 11:40:13,192.168.1.14,alice,login_success
2026-03-27 11:43:40,192.168.1.23,carol,login_success
2026-03-27 11:44:30,192.168.1.20,dave,login_success
2026-03-27 11:48:10,192.168.1.17,eve,login_success
2026-03-27 11:48:15,192.168.1.20,eve,logout
2026-03-27 11:48:18,192.168.1.15,carol,login_failure
2026-03-27 11:49:08,192.168.1.22,carol,login_success
2026-03-27 11:50:08,192.168.1.13,dave,login_success
2026-03-27 11:50:30,192.168.1.22,dave,login_success
2026-03-27 11:51:12,192.168.1.12,alice,login_success
2026-03-27 11:52:55,192.168.1.13,carol,sudo
2026-03-27 11:53:40,192.168.1.14,eve,login_success
2026-03-27 11:54:23,192.168.1.11,carol,login_success
2026-03-27 11:54:49,192.168.1.16,alice,login_success
2026-03-27 11:55:06,192.168.1.16,carol,login_success
2026-03-27 11:55:43,192.168.1.21,dave,logout
2026-03-27 11:55:59,192.168.1.11,dave,sudo
2026-03-27 11:59:34,192.168.1.22,bob,sudo
2026-03-27 12:01:53,192.168.1.20,dave,login_success
2026-03-27 12:02:06,192.168.1.19,dave,login_success
2026-03-27 12:02:44,192.168.1.15,bob,login_success
2026-03-27 12:03:41,192.168.1.17,carol,login_success
2026-03-27 12:04:41,192.168.1.23,alice,login_failure
2026-03-27 12:08:59,192.168.1.15,alice,logout
2026-03-27 12:12:59,192.168.1.24,alice,login_success
2026-03-27 12:14:52,192.168.1.24,eve,login_success
2026-03-27 12:15:03,192.168.1.13,eve,logout
2026-03-27 12:18:07,192.168.1.19,eve,login_success
2026-03-27 12:22:23,192.168.1.16,bob,login_success
2026-03-27 12:22:41,192.168.1.18,dave,sudo
2026-03-27 12:23:39,192.168.1.13,bob,logout
2026-03-27 12:24:11,192.168.1.22,eve,login_success
2026-03-27 12:24:55,192.168.1.19,dave,login_success
2026-03-27 12:25:35,192.168.1.23,alice,login_success
2026-03-27 12:29:16,192.168.1.20,alice,logout
2026-03-27 12:29:20,192.168.1.24,alice,login_success
2026-03-27 12:30:15,192.168.1.22,dave,login_success
2026-03-27 12:31:01,192.168.1.11,dave,login_success
2026-03-27 12:32:34,192.168.1.17,dave,login_success
2026-03-27 12:32:45,192.168.1.14,dave,sudo
2026-03-27 12:37:21,192.168.1.18,eve,login_success
2026-03-27 12:37:46,192.168.1.19,alice,login_success
2026-03-27 12:38:47,192.168.1.23,eve,logout
2026-03-27 12:41:50,192.168.1.22,eve,login_success
2026-03-27 12:42:37,192.168.1.15,dave,login_success
2026-03-27 12:44:48,192.168.1.14,carol,login_success
2026-03-27 12:44:55,192.168.1.17,alice,sudo
2026-03-27 12:45:05,192.168.1.15,dave,sudo
2026-03-27 12:49:18,192.168.1.21,bob,sudo
2026-03-27 12:49:24,192.168.1.18,eve,login_success
2026-03-27 12:49:50,192.168.1.23,dave,login_success
2026-03-27 12:50:17,192.168.1.19,alice,login_success
2026-03-27 12:50:50,192.168.1.20,eve,sudo
2026-03-27 12:52:09,192.168.1.11,alice,login_success
2026-03-27 12:57:01,192.168.1.10,carol,sudo
2026-03-27 12:57:58,192.168.1.23,alice,login_success
2026-03-27 12:58:52,192.168.1.17,carol,sudo
2026-03-27 13:00:54,192.168.1.16,dave,login_success
2026-03-27 13:03:25,192.168.1.14,bob,logout
2026-03-27 13:04:25,192.168.1.23,alice,login_success
2026-03-27 13:05:27,192.168.1.23,alice,login_success
2026-03-27 13:06:05,192.168.1.16,alice,login_success
2026-03-27 13:06:43,192.168.1.13,dave,login_success
2026-03-27 13:08:02,192.168.1.15,eve,login_success
2026-03-27 13:09:28,192.168.1.11,dave,login_success
2026-03-27 13:10:23,192.168.1.15,bob,sudo
2026-03-27 13:11:31,192.168.1.13,carol,sudo
2026-03-27 13:14:21,192.168.1.22,bob,login_success
2026-03-27 13:14:41,192.168.1.11,alice,sudo
2026-03-27 13:15:16,192.168.1.16,bob,sudo
2026-03-27 13:16:20,192.168.1.11,dave,logout
2026-03-27 13:16:48,192.168.1.23,dave,logout
2026-03-27 13:17:56,192.168.1.19,carol,login_success
2026-03-27 13:18:10,192.168.1.17,eve,sudo
2026-03-27 13:18:29,192.168.1.20,eve,login_success
2026-03-27 13:20:57,192.168.1.18,alice,login_success
2026-03-27 13:25:20,192.168.1.20,carol,login_success
2026-03-27 13:27:38,192.168.1.18,alice,login_success
2026-03-27 13:27:47,192.168.1.18,carol,login_success
2026-03-27 13:27:56,192.168.1.16,dave,logout
2026-03-27 13:28:48,192.168.1.11,eve,login_success
2026-03-27 13:32:35,192.168.1.11,carol,login_success
2026-03-27 13:32:37,192.168.1.11,dave,login_success
2026-03-27 13:32:56,192.168.1.17,dave,login_success
2026-03-27 13:33:32,192.168.1.24,carol,sudo
2026-03-27 13:34:27,192.168.1.20,carol,login_success
2026-03-27 13:38:16,192.168.1.22,alice,sudo
2026-03-27 13:38:30,192.168.1.18,bob,logout
2026-03-27 13:39:27,192.168.1.14,alice,login_success
2026-03-27 13:40:57,192.168.1.23,dave,sudo
2026-03-27 13:42:16,192.168.1.15,bob,sudo
2026-03-27 13:44:15,192.168.1.10,alice,login_success
2026-03-27 13:46:55,192.168.1.15,dave,login_success
2026-03-27 13:48:25,192.168.1.15,alice,login_success
2026-03-27 13:49:35,192.168.1.24,dave,logout
2026-03-27 13:50:59,192.168.1.16,bob,login_success
2026-03-27 13:51:07,192.168.1.17,alice,login_success
2026-03-27 13:51:55,192.168.1.11,bob,login_success
2026-03-27 13:53:49,192.168.1.22,alice,login_success
2026-03-27 13:55:06,192.168.1.23,dave,login_success
2026-03-27 13:55:12,192.168.1.21,bob,login_success
2026-03-27 13:56:49,192.168.1.19,bob,login_success
2026-03-27 13:58:18,192.168.1.16,dave,sudo
2026-03-27 14:01:20,192.168.1.12,eve,login_success
2026-03-27 14:02:01,192.168.1.11,bob,login_success
2026-03-27 14:02:36,192.168.1.23,bob,sudo
2026-03-27 14:05:23,192.168.1.13,alice,login_success
2026-03-27 14:05:58,192.168.1.13,dave,logout
2026-03-27 14:08:55,192.168.1.17,bob,login_success
2026-03-27 14:10:29,192.168.1.10,carol,logout
2026-03-27 14:10:44,192.168.1.17,carol,login_success
2026-03-27 14:11:46,192.168.1.18,carol,login_failure
2026-03-27 14:11:49,192.168.1.12,dave,login_success
2026-03-27 14:15:16,192.168.1.13,carol,login_failure
2026-03-27 14:15:28,192.168.1.22,carol,logout
2026-03-27 14:16:52,192.168.1.10,bob,login_success
2026-03-27 14:17:48,192.168.1.23,dave,login_success
2026-03-27 14:18:09,192.168.1.13,carol,login_success
2026-03-27 14:20:13,192.168.1.17,carol,login_success
2026-03-27 14:20:25,192.168.1.21,carol,login_success
2026-03-27 14:21:11,192.168.1.17,dave,login_success
2026-03-27 14:21:34,192.168.1.17,dave,login_success
2026-03-27 14:21:42,192.168.1.20,dave,sudo
2026-03-27 14:23:16,192.168.1.21,alice,login_success
2026-03-27 14:23:32,192.168.1.22,bob,logout
2026-03-27 14:23:50,192.168.1.15,eve,logout
2026-03-27 14:24:38,192.168.1.17,eve,login_success
2026-03-27 14:24:57,192.168.1.22,eve,logout
2026-03-27 14:25:45,192.168.1.13,alice,login_success
2026-03-27 14:28:55,192.168.1.24,dave,login_success
2026-03-27 14:29:34,192.168.1.20,carol,login_success
2026-03-27 14:31:38,192.168.1.17,dave,login_success
2026-03-27 14:32:28,192.168.1.22,eve,login_success
2026-03-27 14:32:49,192.168.1.19,dave,logout
2026-03-27 14:34:45,192.168.1.13,eve,login_success
2026-03-27 14:34:47,192.168.1.21,eve,sudo
2026-03-27 14:35:00,192.168.1.11,alice,logout
2026-03-27 14:35:31,192.168.1.10,carol,logout
2026-03-27 14:36:43,192.168.1.22,bob,login_success
2026-03-27 14:37:36,192.168.1.20,alice,login_success
2026-03-27 14:38:03,192.168.1.10,bob,login_success
2026-03-27 14:39:49,192.168.1.24,alice,login_success
2026-03-27 14:41:05,192.168.1.23,carol,logout
2026-03-27 14:42:41,192.168.1.15,dave,logout
2026-03-27 14:50:33,192.168.1.15,dave,login_success
2026-03-27 14:52:14,192.168.1.13,dave,login_success
2026-03-27 14:52:22,192.168.1.22,bob,login_success
2026-03-27 14:52:36,192.168.1.11,bob,logout
2026-03-27 14:52:48,192.168.1.18,alice,login_success
2026-03-27 14:53:17,192.168.1.10,alice,login_success
2026-03-27 14:54:35,192.168.1.22,eve,login_failure
2026-03-27 14:55:58,192.168.1.21,alice,logout
2026-03-27 14:56:58,192.168.1.20,dave,login_success
2026-03-27 14:58:15,192.168.1.18,carol,sudo
2026-03-27 15:00:46,192.168.1.12,dave,logout
2026-03-27 15:01:07,192.168.1.24,carol,logout
2026-03-27 15:02:18,192.168.1.13,alice,sudo
2026-03-27 15:04:05,192.168.1.23,alice,login_success
2026-03-27 15:05:42,192.168.1.13,eve,logout
2026-03-27 15:05:51,192.168.1.20,carol,sudo
2026-03-27 15:05:57,192.168.1.18,dave,sudo
2026-03-27 15:06:51,192.168.1.24,carol,logout
2026-03-27 15:07:15,192.168.1.13,alice,login_success
2026-03-27 15:07:29,192.168.1.21,carol,sudo
2026-03-27 15:08:32,192.168.1.16,dave,login_success
2026-03-27 15:09:12,192.168.1.14,bob,logout
2026-03-27 15:09:29,192.168.1.21,eve,login_success
2026-03-27 15:12:14,192.168.1.12,bob,login_success
2026-03-27 15:13:12,192.168.1.23,eve,login_success
2026-03-27 15:13:21,192.168.1.19,bob,login_success
2026-03-27 15:15:29,192.168.1.18,bob,login_success
2026-03-27 15:17:19,192.168.1.14,bob,login_success
2026-03-27 15:18:27,192.168.1.21,eve,sudo
2026-03-27 15:19:55,192.168.1.19,dave,login_success
2026-03-27 15:20:26,192.168.1.12,dave,sudo
2026-03-27 15:20:30,192.168.1.15,eve,logout
2026-03-27 15:21:10,192.168.1.15,carol,sudo
2026-03-27 15:22:19,192.168.1.23,bob,login_success
2026-03-27 15:22:21,192.168.1.18,eve,login_success
2026-03-27 15:22:26,192.168.1.15,carol,sudo
2026-03-27 15:22:37,192.168.1.14,dave,sudo
2026-03-27 15:25:26,192.168.1.21,alice,login_success
2026-03-27 15:28:28,192.168.1.20,bob,login_success
2026-03-27 15:28:33,192.168.1.18,eve,login_success
2026-03-27 15:29:10,192.168.1.21,carol,login_success
2026-03-27 15:29:48,192.168.1.19,eve,login_success
2026-03-27 15:30:13,192.168.1.23,dave,logout
2026-03-27 15:33:24,192.168.1.15,bob,login_success
2026-03-27 15:37:17,192.168.1.22,alice,sudo
2026-03-27 15:38:56,192.168.1.23,dave,login_success
2026-03-27 15:39:54,192.168.1.22,alice,login_success
2026-03-27 15:40:11,192.168.1.22,bob,login_success
2026-03-27 15:44:16,192.168.1.22,carol,login_success
2026-03-27 15:45:58,192.168.1.22,dave,login_success
2026-03-27 15:48:53,192.168.1.15,bob,login_success
2026-03-27 15:53:57,192.168.1.24,carol,sudo
2026-03-27 15:54:19,192.168.1.13,dave,logout
2026-03-27 15:54:23,192.168.1.11,eve,sudo
2026-03-27 15:56:44,192.168.1.17,alice,login_success
2026-03-27 15:57:18,192.168.1.20,eve,login_success
2026-03-27 15:58:04,192.168.1.23,carol,login_success
2026-03-27 15:58:08,192.168.1.19,eve,login_success
2026-03-27 15:58:15,192.168.1.21,eve,sudo
2026-03-27 15:58:37,192.168.1.12,bob,login_success
2026-03-27 15:58:44,192.168.1.14,dave,login_success
2026-03-27 16:01:38,192.168.1.24,carol,login_success
2026-03-27 16:05:41,192.168.1.20,dave,login_success
2026-03-27 16:05:54,192.168.1.12,alice,login_success
2026-03-27 16:06:03,192.168.1.20,eve,sudo
2026-03-27 16:07:16,192.168.1.22,carol,sudo
2026-03-27 16:07:22,192.168.1.16,alice,login_success
2026-03-27 16:07:29,192.168.1.15,carol,login_success
2026-03-27 16:07:47,192.168.1.11,dave,login_success
2026-03-27 16:07:59,192.168.1.16,alice,login_success
2026-03-27 16:08:17,192.168.1.10,alice,login_success
2026-03-27 16:08:24,192.168.1.17,carol,sudo
2026-03-27 16:08:41,192.168.1.23,carol,login_success
2026-03-27 16:12:05,192.168.1.13,dave,login_success
2026-03-27 16:13:30,192.168.1.13,carol,login_success
2026-03-27 16:13:48,192.168.1.23,alice,login_success
2026-03-27 16:16:51,192.168.1.12,alice,sudo
2026-03-27 16:17:08,192.168.1.20,carol,login_failure
2026-03-27 16:17:51,192.168.1.11,dave,login_success
2026-03-27 16:17:52,192.168.1.10,carol,sudo
2026-03-27 16:19:59,192.168.1.20,alice,logout
2026-03-27 16:20:05,192.168.1.16,alice,login_success
2026-03-27 16:20:58,192.168.1.19,bob,login_failure
2026-03-27 16:21:01,192.168.1.11,carol,login_success
2026-03-27 16:21:34,192.168.1.15,carol,login_failure
2026-03-27 16:23:05,192.168.1.22,dave,login_success
2026-03-27 16:23:07,192.168.1.22,carol,login_success
2026-03-27 16:24:20,192.168.1.20,dave,logout
2026-03-27 16:24:29,192.168.1.19,eve,logout
2026-03-27 16:25:33,192.168.1.12,bob,sudo
2026-03-27 16:26:37,192.168.1.21,bob,logout
2026-03-27 16:27:53,192.168.1.24,eve,login_success
2026-03-27 16:28:07,192.168.1.20,bob,sudo
2026-03-27 16:28:08,192.168.1.16,bob,login_success
2026-03-27 16:29:03,192.168.1.18,bob,logout
2026-03-27 16:29:09,192.168.1.19,eve,login_success
2026-03-27 16:29:43,192.168.1.22,carol,sudo
2026-03-27 16:30:16,192.168.1.10,bob,login_success
2026-03-27 16:35:01,192.168.1.16,dave,login_success
2026-03-27 16:36:15,192.168.1.21,bob,login_success
2026-03-27 16:36:23,192.168.1.17,eve,login_success
2026-03-27 16:38:12,192.168.1.12,carol,sudo
2026-03-27 16:38:20,192.168.1.22,dave,login_failure
2026-03-27 16:40:37,192.168.1.12,bob,login_success
2026-03-27 16:43:46,192.168.1.21,bob,login_success
2026-03-27 16:44:17,192.168.1.12,alice,login_failure
2026-03-27 16:48:17,192.168.1.22,carol,login_success
2026-03-27 16:49:08,192.168.1.12,dave,logout
2026-03-27 16:49:30,192.168.1.17,dave,sudo
2026-03-27 16:49:59,192.168.1.18,alice,login_success
2026-03-27 16:55:00,192.168.1.20,alice,sudo
2026-03-27 16:57:18,192.168.1.23,alice,login_success
2026-03-27 16:58:30,192.168.1.22,eve,sudo
2026-03-27 17:00:17,192.168.1.23,bob,logout
